ID,pl_name,pl_letter,hostname,hd_name,hip_name,tic_id,gaia_id,default_flag,pl_refname,sy_refname,disc_pubdate,disc_year,discoverymethod,disc_locale,disc_facility,disc_instrument,disc_telescope,disc_refname,ra,rastr,dec,decstr,glon,glat,elon,elat,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbperstr,pl_orblpererr1,pl_orblper,pl_orblpererr2,pl_orblperlim,pl_orblperstr,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxstr,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbinclstr,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orbtperstr,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenstr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtstr,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_occdepstr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolstr,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densstr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepstr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidstr,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_trandurstr,sy_kmagstr,sy_umag,sy_umagerr1,sy_umagerr2,sy_umagstr,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_rmagstr,sy_imag,sy_imagerr1,sy_imagerr2,sy_imagstr,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_zmagstr,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w1magstr,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w2magstr,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w3magstr,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_w4magstr,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_gmagstr,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_gaiamagstr,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_tmagstr,pl_controv_flag,pl_tsystemref,st_metratio,st_spectype,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,sy_kepmagstr,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_rotpstr,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_projobliqstr,x,y,z,htm20,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_rvampstr,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_radjstr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radestr,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_ratrorstr,pl_ratdor,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,pl_trueobliqstr,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_icmagstr,rowupdate,pl_pubdate,st_refname,releasedate,dkin_flag,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratdorstr,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_impparstr,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_cmassjstr,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassestr,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_massjstr,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massestr,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassjstr,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassestr,pl_bmassprov,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_msinijstr,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msiniestr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffstr,st_met,st_meterr1,st_meterr2,st_metlim,st_metstr,st_radv,st_radverr1,st_radverr2,st_radvlim,st_radvstr,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_vsinstr,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_lumstr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggstr,st_age,st_ageerr1,st_ageerr2,st_agelim,st_agestr,st_mass,st_masserr1,st_masserr2,st_masslim,st_massstr,st_dens,st_denserr1,st_denserr2,st_denslim,st_densstr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radstr,ttv_flag,ptv_flag,tran_flag,rv_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,pul_flag,soltype,sy_snum,sy_pnum,sy_mnum,cb_flag,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_nnotes,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmstr,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmrastr,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_pmdecstr,sy_plx,sy_plxerr1,sy_plxerr2,sy_plxstr,sy_dist,sy_disterr1,sy_disterr2,sy_diststr,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_bmagstr,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_vmagstr,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_jmagstr,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_hmagstr,sy_kmag,sy_kmagerr1,sy_kmagerr2,category
7,HD 23472 d,d,HD 23472,HD 23472,HIP 17264,TIC 425997655,Gaia DR2 4674216245427964416,1,<a refstr=BARROS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220913345B/abstract target=ref>Barros et al. 2022</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2022-09,2022,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),TESS CCD Array,0.1 m TESS Telescope,<a refstr=BARROS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220913345B/abstract target=ref>Barros et al. 2022</a>,55.4590314,03h41m50.17s,-62.7672667,-62d46m02.16s,277.0269,-44.84798,358.26316,-74.95491,3.97664,3e-05,-4.4e-05,0.0,"<div><span class=supersubNumber"">3.976640</span><span class=""superscript"">+0.000030</span><span class=""subscript"">-0.000044</span></div>""",99.0,19.0,-117.0,0.0,"<div><span class=supersubNumber"">19.0</span><span class=""superscript"">+99.0</span><span class=""subscript"">-117.0</span></div>""",0.04298,0.00063,-0.00065,0.0,"<div><span class=supersubNumber"">0.04298</span><span class=""superscript"">+0.00063</span><span class=""subscript"">-0.00065</span></div>""",87.95,1.2,-0.87,0.0,"<div><span class=supersubNumber"">87.95</span><span class=""superscript"">+1.20</span><span class=""subscript"">-0.87</span></div>""",,,,,,0.07,0.05,-0.047,0.0,"<div><span class=supersubNumber"">0.0700</span><span class=""superscript"">+0.0500</span><span class=""subscript"">-0.0470</span></div>""",909.0,35.0,-32.0,0.0,"<div><span class=supersubNumber"">909</span><span class=""superscript"">+35</span><span class=""subscript"">-32</span></div>""",,,,,,117.0,13.0,-11.0,0.0,"<div><span class=supersubNumber"">117</span><span class=""superscript"">+13</span><span class=""subscript"">-11</span></div>""",7.5,3.9,-3.1,0.0,"<div><span class=supersubNumber"">7.50</span><span class=""superscript"">+3.90</span><span class=""subscript"">-3.10</span></div>""",,,,,,2458357.8398,0.0059,-0.0062,0.0,"<div><span class=supersubNumber"">2458357.8398</span><span class=""superscript"">+0.0059</span><span class=""subscript"">-0.0062</span></div>""",1.99,0.21,-0.2,0.0,"<div><span class=supersubNumber"">1.99</span><span class=""superscript"">+0.21</span><span class=""subscript"">-0.20</span></div>""",7.207&plusmn;0.023,,,,,,,,,,,,,,,,,7.003,0.044,-0.044,7.003&plusmn;0.044,7.222,0.02,-0.02,7.222&plusmn;0.020,7.183,0.017,-0.017,7.183&plusmn;0.017,7.039,0.066,-0.066,7.039&plusmn;0.066,,,,,9.38476,0.000227,-0.000227,9.384760&plusmn;0.000227,8.7513,0.006,-0.006,8.7513&plusmn;0.0060,0,BJD-TDB,[Fe/H],K4 V,,,,,40.1,1.0,-0.87,0.0,"<div><span class=supersubNumber"">40.10</span><span class=""superscript"">+1.00</span><span class=""subscript"">-0.87</span></div>""",,,,,,0.259460472892957,0.3769396442771982,-0.8891550863479004,730030629,0.29,0.11,-0.11,0.0,0.29&plusmn;0.11,0.067,0.006,-0.005,0.0,"<div><span class=supersubNumber"">0.0669</span><span class=""superscript"">+0.0060</span><span class=""subscript"">-0.0051</span></div>""",0.75,0.067,-0.057,0.0,"<div><span class=supersubNumber"">0.750</span><span class=""superscript"">+0.067</span><span class=""subscript"">-0.057</span></div>""",0.00975,0.00077,-0.00072,0.0,"<div><span class=supersubNumber"">0.0097520</span><span class=""superscript"">+0.0007700</span><span class=""subscript"">-0.0007200</span></div>""",13.29,,,,,,,,,,2022-10-03,2022-09,<a refstr=BARROS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220913345B/abstract target=ref>Barros et al. 2022</a>,2022-10-03,0,0.79,-0.78,0.0,"<div><span class=supersubNumber"">13.29</span><span class=""superscript"">+0.79</span><span class=""subscript"">-0.78</span></div>""",0.47,0.16,-0.28,0.0,"<div><span class=supersubNumber"">0.47</span><span class=""superscript"">+0.16</span><span class=""subscript"">-0.28</span></div>""",,,,,,,,,,,0.00173,0.00066,-0.00063,0.0,"<div><span class=supersubNumber"">0.0017</span><span class=""superscript"">+0.0007</span><span class=""subscript"">-0.0006</span></div>""",0.55,0.21,-0.2,0.0,"<div><span class=supersubNumber"">0.55</span><span class=""superscript"">+0.21</span><span class=""subscript"">-0.20</span></div>""",0.00173,0.00066,-0.00063,0.0,"<div><span class=supersubNumber"">0.0017</span><span class=""superscript"">+0.0007</span><span class=""subscript"">-0.0006</span></div>""",0.55,0.21,-0.2,0.0,"<div><span class=supersubNumber"">0.55</span><span class=""superscript"">+0.21</span><span class=""subscript"">-0.20</span></div>""",Mass,,,,,,,,,,,4684.0,99.0,-99.0,0.0,4684&plusmn;99,-0.2,0.05,-0.05,0.0,-0.20&plusmn;0.05,34.55,0.0,-0.0,0.0,34.55274&plusmn;0.00055,1.45,0.17,-0.17,0.0,1.45&plusmn;0.17,-0.625,0.027,-0.028,0.0,"<div><span class=supersubNumber"">-0.625</span><span class=""superscript"">+0.027</span><span class=""subscript"">-0.028</span></div>""",4.53,0.08,-0.08,0.0,4.53&plusmn;0.08,,,,,,0.67,0.03,-0.03,0.0,0.67&plusmn;0.03,2.7069,0.2538,-0.2538,0.0,2.71&plusmn;0.25,0.71,0.02,-0.02,0.0,0.71&plusmn;0.02,0,0,1,1,0,0,0,0,0,0,Published Confirmed,1,5,0,0,1,0,0,0,0,0,111.5773854,0.0512251,-0.0512251,111.5773854&plusmn;0.0512251,-102.571,0.0496546,-0.0496546,-102.5710000&plusmn;0.0496546,-43.917,0.0590611,-0.0590611,-43.9170000&plusmn;0.0590611,25.5897,0.0260766,-0.0260766,25.5897000&plusmn;0.0260766,39.0341,0.0401,-0.04,"<div><span class=supersubNumber"">39.0341</span><span class=""superscript"">+0.0401</span><span class=""subscript"">-0.0400</span></div>""",10.694,0.0,0.0,10.694&plusmn;0.000,9.73,0.03,-0.03,9.73&plusmn;0.03,7.865,0.024,-0.024,7.865&plusmn;0.024,7.347,0.029,-0.029,7.347&plusmn;0.029,7.207,0.023,-0.023,terrestrial
47,Kepler-399 b,b,Kepler-399,,,TIC 172373693,Gaia DR2 2075060264503601280,1,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-03,2014,Transit,Space,Kepler,Kepler CCD Array,0.95 m Kepler Telescope,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,299.5017242,19h58m00.41s,40.6707669,+40d40m14.76s,75.99132,5.96067,317.15497,59.37458,14.425281,0.000144,-0.000144,0.0,14.425281&plusmn;0.000144,,,,,,0.103,,,0.0,0.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2454969.75198,0.00606,-0.00606,0.0,2454969.75198&plusmn;0.00606,3.686,0.178,-0.178,0.0,3.686&plusmn;0.178,12.698&plusmn;0.025,,,,,,,,,,,,,,,,,12.557,0.024,-0.024,12.557&plusmn;0.024,12.611,0.025,-0.025,12.611&plusmn;0.025,12.016,,,12.016,9.183,,,9.183,,,,,14.5277,0.000723,-0.000723,14.527700&plusmn;0.000723,13.9919,0.0061,-0.0061,13.9919&plusmn;0.0061,0,BJD,,,14.467,,,14.467,,,,,,,,,,,0.3735068596137731,-0.6601247879942849,0.651711508335519,-725349479,,,,,,0.086,0.045,-0.045,0.0,0.086&plusmn;0.045,0.96,0.51,-0.51,0.0,0.96&plusmn;0.51,,,,,,,,,,,,,,,,2014-05-14,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2014-05-14,0,,,,,0.21,0.23,-0.23,0.0,0.21&plusmn;0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5502.0,200.0,-200.0,0.0,5502&plusmn;200,,,,,,,,,,,,,,,,,,,,,4.62,0.3,-0.3,0.0,4.620&plusmn;0.300,,,,,,,,,,,,,,,,0.68,0.36,-0.36,0.0,0.680&plusmn;0.363,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,3,0,0,0,0,0,0,0,1,9.2584978,2.17525,-2.17525,9.25849780&plusmn;2.17525000,3.25698,2.17525,-2.17525,3.25698&plusmn;2.17525,8.66671,2.17525,-2.17525,8.666710&plusmn;2.175250,,,,,740.537,,,740.537,15.56,0.067,-0.067,15.560&plusmn;0.067,14.686,0.16,-0.16,14.686&plusmn;0.160,13.175,0.024,-0.024,13.175&plusmn;0.024,12.779,0.027,-0.027,12.779&plusmn;0.027,12.698,0.025,-0.025,terrestrial
78,Teegarden's Star d,d,Teegarden's Star,,,TIC 257870150,Gaia DR2 35227046884571776,1,<a refstr=DREIZLER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240200923D/abstract target=ref>Dreizler et al. 2024</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2024-02,2024,Radial Velocity,Ground,Multiple Observatories,Multiple Instruments,Multiple Telescopes,<a refstr=DREIZLER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240200923D/abstract target=ref>Dreizler et al. 2024</a>,43.2691449,02h53m04.59s,16.8649024,+16d51m53.65s,160.29013,-37.03132,45.82248,0.30112,26.13,0.03,-0.04,0.0,"<div><span class=supersubNumber"">26.13</span><span class=""superscript"">+0.03</span><span class=""subscript"">-0.04</span></div>""",129.0,345.0,-93.0,0.0,"<div><span class=supersubNumber"">345</span><span class=""superscript"">+129</span><span class=""subscript"">-93</span></div>""",0.0791,0.0025,-0.0027,0.0,"<div><span class=supersubNumber"">0.0791</span><span class=""superscript"">+0.0025</span><span class=""subscript"">-0.0027</span></div>""",,,,,,,,,,,0.07,0.1,-0.05,0.0,"<div><span class=supersubNumber"">0.070</span><span class=""superscript"">+0.100</span><span class=""subscript"">-0.050</span></div>""",159.0,3.0,-3.0,0.0,159&plusmn;3,,,,,,0.12,0.01,-0.01,0.0,0.12&plusmn;0.01,,,,,,,,,,,,,,,,,,,,,7.585&plusmn;0.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2746,0.000992,-0.000992,12.274600&plusmn;0.000992,10.565,0.0083729,-0.0083729,10.5650000&plusmn;0.0083729,0,,[Fe/H],,,,,,96.2,,,0.0,96.2,,,,,,0.6968256718673793,0.6559471587180045,0.2901160250595482,-1746316371,0.86,0.17,-0.17,0.0,0.860&plusmn;0.170,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-05,2024-02,<a refstr=DREIZLER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240200923D/abstract target=ref>Dreizler et al. 2024</a>,2024-03-07,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00258,0.00053,-0.00053,0.0,0.0026&plusmn;0.0005,0.82,0.17,-0.17,0.0,0.82&plusmn;0.17,Msini,0.00258,0.00053,-0.00053,0.0,0.0026&plusmn;0.0005,0.82,0.17,-0.17,0.0,0.82&plusmn;0.17,3034.0,45.0,-45.0,0.0,3034&plusmn;45,-0.11,0.28,-0.28,0.0,-0.11&plusmn;0.28,,,,,,,,,,,-3.141,0.003,-0.003,0.0,"<div><span class=supersubNumber"">-3.14</span><span class=""superscript"">+0.00</span><span class=""subscript"">-0.00</span></div>""",5.19,0.2,-0.2,0.0,5.19&plusmn;0.20,,,,,,0.1,0.01,-0.01,0.0,0.0970&plusmn;0.0100,,,,,,0.12,0.01,-0.01,0.0,0.120&plusmn;0.012,0,0,0,1,0,0,0,0,0,0,Published Confirmed,1,3,0,0,0,0,0,0,0,0,5123.3319204,0.3197227,-0.3197227,5123.3319204&plusmn;0.3197227,3429.53,0.32799,-0.32799,3429.53000&plusmn;0.32799,-3806.16,0.31285,-0.31285,-3806.16000&plusmn;0.31285,261.015,0.26896,-0.26896,261.01500&plusmn;0.26896,3.83078,0.00398,-0.00397,"<div><span class=supersubNumber"">3.83078</span><span class=""superscript"">+0.00398</span><span class=""subscript"">-0.00397</span></div>""",,,,,15.13,0.2,-0.2,15.13&plusmn;0.20,8.394,0.027,-0.027,8.394&plusmn;0.027,7.883,0.04,-0.04,7.883&plusmn;0.040,7.585,0.046,-0.046,terrestrial
156,TRAPPIST-1 e,e,TRAPPIST-1,,,TIC 278892590,Gaia DR2 2635476908753563008,1,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05,2017,Transit,Multiple Locales,Multiple Observatories,Multiple Instruments,Multiple Telescopes,<a refstr=GILLON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..221G/abstract target=ref>Gillon et al. 2016</a>,346.6263919,23h06m30.33s,-5.0434618,-05d02m36.46s,69.71519,-56.64891,345.73298,0.62982,6.101013,3.5e-05,-3.5e-05,0.0,6.101013&plusmn;0.000035,,,,,,0.02925,0.0025,-0.0025,0.0,0.02925&plusmn;0.00250,89.793,0.048,-0.048,0.0,89.793&plusmn;0.048,,,,,,,,,,,,,,,,,,,,,0.65,0.03,-0.03,0.0,0.646&plusmn;0.025,4.9016,0.16541,-0.18195,0.0,"<div><span class=supersubNumber"">4.90</span><span class=""superscript"">+0.17</span><span class=""subscript"">-0.18</span></div>""",0.5012,0.0078,-0.0078,0.0,0.5012&plusmn;0.0078,,,,,,0.9293,0.0043,-0.0043,0.0,0.9293&plusmn;0.0043,10.296&plusmn;0.023,23.3056,0.803622,-0.803622,23.305600&plusmn;0.803622,17.9963,0.007352,-0.007352,17.996300&plusmn;0.007352,15.0923,0.004339,-0.004339,15.092300&plusmn;0.004339,13.4342,0.0040633,-0.0040633,13.4342000&plusmn;0.0040633,,,,,,,,,,,,,,,,,19.6235,0.0155229,-0.0155229,19.6235000&plusmn;0.0155229,15.6451,0.001448,-0.001448,15.645100&plusmn;0.001448,13.8529,0.0112926,-0.0112926,13.8529000&plusmn;0.0112926,0,,,,12.917,,,12.917,,,,,,,,,,,0.9691158141328567,-0.2304042699439555,-0.0879113825918059,915425164,,,,,,0.082,0.001,-0.001,0.0,"<div><span class=supersubNumber"">0.0821</span><span class=""superscript"">+0.0012</span><span class=""subscript"">-0.0011</span></div>""",0.92,0.013,-0.012,0.0,"<div><span class=supersubNumber"">0.920</span><span class=""superscript"">+0.013</span><span class=""subscript"">-0.012</span></div>""",0.07079,0.00055,-0.00055,0.0,0.07079&plusmn;0.00055,52.855,,,,,,,,,,2022-11-14,2021-02,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,2022-11-14,0,0.239,-0.392,0.0,"<div><span class=supersubNumber"">52.855</span><span class=""superscript"">+0.239</span><span class=""subscript"">-0.392</span></div>""",0.191,0.041,-0.041,0.0,0.191&plusmn;0.041,,,,,,,,,,,0.00218,7e-05,-7e-05,0.0,0.00218&plusmn;0.00007,0.692,0.022,-0.022,0.0,0.692&plusmn;0.022,0.00218,7e-05,-7e-05,0.0,0.00218&plusmn;0.00007,0.692,0.022,-0.022,0.0,0.692&plusmn;0.022,Mass,,,,,,,,,,,2566.0,26.0,-26.0,0.0,2566&plusmn;26,,,,,,,,,,,,,,,,-3.257,0.015,-0.015,0.0,"<div><span class=supersubNumber"">-3.26</span><span class=""superscript"">+0.01</span><span class=""subscript"">-0.02</span></div>""",5.24,0.01,-0.01,0.0,"<div><span class=supersubNumber"">5.2396</span><span class=""superscript"">+0.0056</span><span class=""subscript"">-0.0073</span></div>""",,,,,,0.09,0.0,-0.0,0.0,0.0898&plusmn;0.0023,75.05,1.02,-1.66,0.0,"<div><span class=supersubNumber"">75.05</span><span class=""superscript"">+1.02</span><span class=""subscript"">-1.66</span></div>""",0.12,0.0,-0.0,0.0,0.1192&plusmn;0.0013,1,0,1,0,0,0,0,0,0,0,Published Confirmed,1,7,0,0,0,0,0,0,0,1,1026.5792712,8.0,-8.0,1026.5792712&plusmn;8.0000000,901.0,8.0,-8.0,901.0&plusmn;8.0,-492.0,8.0,-8.0,-492.0&plusmn;8.0,,,,,,,,,,,,,17.02,0.2,-0.2,17.02&plusmn;0.20,11.354,0.022,-0.022,11.354&plusmn;0.022,10.718,0.021,-0.021,10.718&plusmn;0.021,10.296,0.023,-0.023,terrestrial
269,TOI-700 e,e,TOI-700,,,TIC 150428135,Gaia DR2 5284517766615492736,1,<a refstr=GILBERT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230103617G/abstract target=ref>Gilbert et al. 2023</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2023-01,2023,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),TESS CCD Array,0.1 m TESS Telescope,<a refstr=GILBERT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230103617G/abstract target=ref>Gilbert et al. 2023</a>,97.0957165,06h28m22.97s,-65.5786149,-65d34m43.01s,275.46822,-26.88106,164.42173,-86.96084,27.80978,0.00046,-0.0004,0.0,"<div><span class=supersubNumber"">27.80978</span><span class=""superscript"">+0.00046</span><span class=""subscript"">-0.00040</span></div>""",100.0,70.0,-120.0,0.0,"<div><span class=supersubNumber"">70</span><span class=""superscript"">+100</span><span class=""subscript"">-120</span></div>""",0.134,0.0022,-0.0022,0.0,0.1340&plusmn;0.0022,89.6,0.21,-0.16,0.0,"<div><span class=supersubNumber"">89.60</span><span class=""superscript"">+0.21</span><span class=""subscript"">-0.16</span></div>""",,,,,,0.059,0.057,-0.042,0.0,"<div><span class=supersubNumber"">0.0590</span><span class=""superscript"">+0.0570</span><span class=""subscript"">-0.0420</span></div>""",,,,,,,,,,,1.27,0.13,-0.15,0.0,"<div><span class=supersubNumber"">1.27</span><span class=""superscript"">+0.13</span><span class=""subscript"">-0.15</span></div>""",,,,,,,,,,,2458964.8112,0.0058,-0.0045,0.0,"<div><span class=supersubNumber"">2458964.8112</span><span class=""superscript"">+0.0058</span><span class=""subscript"">-0.0045</span></div>""",2.777,0.209,-0.384,0.0,"<div><span class=supersubNumber"">2.777</span><span class=""superscript"">+0.209</span><span class=""subscript"">-0.384</span></div>""",8.634&plusmn;0.023,,,,,,,,,,,,,,,,,8.523,0.023,-0.023,8.523&plusmn;0.023,8.392,0.02,-0.02,8.392&plusmn;0.020,8.281,0.019,-0.019,8.281&plusmn;0.019,8.234,0.115,-0.115,8.234&plusmn;0.115,,,,,12.0665,0.000478,-0.000478,12.066500&plusmn;0.000478,10.9102,0.0074234,-0.0074234,10.9102000&plusmn;0.0074234,0,BJD-TDB,[Fe/H],M2.5 V,,,,,,,,,,,,,,,-0.0510716539359787,0.4102778076934827,-0.910529410111762,-455754236,,,,,,0.085,0.008,-0.007,0.0,"<div><span class=supersubNumber"">0.08502</span><span class=""superscript"">+0.00794</span><span class=""subscript"">-0.00669</span></div>""",0.953,0.089,-0.075,0.0,"<div><span class=supersubNumber"">0.9530</span><span class=""superscript"">+0.0890</span><span class=""subscript"">-0.0750</span></div>""",0.0208,0.0017,-0.0014,0.0,"<div><span class=supersubNumber"">0.0208</span><span class=""superscript"">+0.0017</span><span class=""subscript"">-0.0014</span></div>""",,,,,,,,,,,2023-01-18,2023-01,<a refstr=GILBERT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230103617G/abstract target=ref>Gilbert et al. 2023</a>,2023-01-18,0,,,,,0.47,0.19,-0.25,0.0,"<div><span class=supersubNumber"">0.47</span><span class=""superscript"">+0.19</span><span class=""subscript"">-0.25</span></div>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3459.0,65.0,-65.0,0.0,3459&plusmn;65,-0.07,0.11,-0.11,0.0,-0.070&plusmn;0.110,,,,,,,,,,,-1.64,0.047,-0.046,0.0,"<div><span class=supersubNumber"">-1.64</span><span class=""superscript"">+0.05</span><span class=""subscript"">-0.05</span></div>""",4.81,0.03,-0.04,0.0,"<div><span class=supersubNumber"">4.809</span><span class=""superscript"">+0.034</span><span class=""subscript"">-0.037</span></div>""",,,,,,0.41,0.02,-0.02,0.0,"<div><span class=supersubNumber"">0.415</span><span class=""superscript"">+0.021</span><span class=""subscript"">-0.020</span></div>""",7.86,0.91,-0.88,0.0,"<div><span class=supersubNumber"">7.86</span><span class=""superscript"">+0.91</span><span class=""subscript"">-0.88</span></div>""",0.42,0.02,-0.01,0.0,"<div><span class=supersubNumber"">0.421</span><span class=""superscript"">+0.017</span><span class=""subscript"">-0.015</span></div>""",0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,4,0,0,0,0,0,0,0,0,191.6726911,0.0574856,-0.0574856,191.6726911&plusmn;0.0574856,-102.75,0.0511051,-0.0511051,-102.7500000&plusmn;0.0511051,161.805,0.0598665,-0.0598665,161.8050000&plusmn;0.0598665,32.098,0.0210999,-0.0210999,32.0980000&plusmn;0.0210999,31.1265,0.0206,-0.0206,31.1265&plusmn;0.0206,14.55,0.047,-0.047,14.550&plusmn;0.047,13.151,0.069,-0.069,13.151&plusmn;0.069,9.469,0.023,-0.023,9.469&plusmn;0.023,8.893,0.027,-0.027,8.893&plusmn;0.027,8.634,0.023,-0.023,terrestrial
